unicode	ids_sequence	xhzd_index	variant	variant_warning	gong_huangcheng_reading	rhyme_class	initial_class	pronunciation_warning	english_definition
𗱊	⿰𘢷⿺𘦟𘢌	608			thjɨ̣	2.61			to roll up
𗱋	⿰𘢷𘢣⿱⿺𘠔𘢌	1878			thjɨ̣	2.61	III		to roll up
𗱌	⿲𘢷𘫽𘦳	1799			thu	2.1	III		to free oneself
𗱍	⿲𘢷𘦳𘣣	419			thu̱	1.5	III		to sigh sorrowfully
𗱎	⿱𘢸𘠒	988			tśia	1.18	VII		branch
𗱏	⿱𘢸𘡯	1059			pu	1.1	I		to choke
𗱐	⿱𘢸𘡾	913			tho̱	2.45	III		to draw (water)
𗱑	⿱𘢸⿰𘠡𘠡	1253			tśjiw	2.40	VII		burnt
𗱒	⿱𘢸𘣵	914			gie̱j	1.38	V		a place name
𗱓	⿱𘢸⿰𘡃𘠡	1270			dźjɨ̣	2.61	VII		close
𗱔	⿱𘢸⿰𘡒𘠡	1502			xã	1.24	VIII		foolish
𗱕	⿱𘢸⿲𘠁𘡃𘠢	968			rjur	1.76	IX		all
𗱖	⿱𘢸𘦛	1154			zjwu	2.2	IX		a kind of clothes
𗱗	⿱𘢸⿲𘠈𘠒𘡃	1518			tśjịj	1.61	VII		a surname
𗱘	⿱𘢸⿰𘠣𘡢	995			ɣiər	1.85	VIII		boiling
𗱙	⿱𘢸⿺𘠪𘢌	1480			kur	1.75	V		clumsy
𗱚	⿱𘢸⿰𘠮𘢒	1071			dzju̱	2.6	VI		to hide
𗱛	⿱𘢸⿰𘠮𘢓	996			mə	2.25	I		appearance
𗱜	⿱𘢸⿰𘠐𘣗	922			lju̱	2.6	IX		cotton-padded mattress
𗱝	⿱𘢸⿰𘡀𘡢	1002			dźiwe	1.9	VII		echo
𗱞	⿱𘢸⿰𘢏𘡃	1300			·iã	1.24	IX		aerolite
𗱟	⿱𘢸⿰𘢒𘠮	1226					III	true	to hide
𗱠	⿱𘢸⿰𘢤𘠾	929			dźjij	1.35	VII		pure
𗱡	⿱𘢸𘨬	1155			źjwu	2.2	IX		a surname
𗱢	⿱𘢸⿰𘠞⿱𘫺𘠘	1452			nja	1.20	III		an auxiliary word
𗱣	⿱𘢸⿰𘠡𘥌	1243			wji̱	1.14	II		to hide
𗱤	⿱𘢸⿰𘠈𘦛	1515			tśjịj	2.54	VII		wallet
𗱥	⿱𘢸⿲𘠣𘢌𘠅	1036			lhji	2.10	IX		moisture
𗱦	⿱𘢸⿰𘡤𘢌	1073			kə	1.27	V		aerolite
𗱧	⿱𘢸⿰𘡫𘢰	1282			me̱j	2.34	I		to think of
𗱨	⿱𘢸⿲𘠐𘡃𘠾	931			lju̱	2.6	IX		bedding
𗱩	⿱𘢸⿰𘠐𘦢	1091			njwij	1.36	III		to obstruct
𗱪	⿱𘢸⿲𘠐𘣃𘠢	932			·ji	1.10	VIII		many
𗱫	⿱𘢸⿰𘡿𘢓	1447			sju̱	1.7	VI		love
𗱬	⿱𘢸⿲𘢆𘠌𘠡	1284			pə	1.27	I		devil
𗱭	⿱𘢸⿰𘢌𘡤	1227			śjiw	2.40	VII		a transliteration
𗱮	⿱𘢸⿰𘢌𘡰	1301			tjɨ̣j	1.62	III		to fry batter in a thin layer
𗱯	⿱𘢸⿺𘢍𘢒	1157			de̱w	2.41	III		to press
𗱰	⿱𘢸⿲𘢏𘡃𘠅	1271			lã	1.24	IX		milk dregs
𗱱	⿱𘢸⿰𘢤𘡫	1100			tshja	2.17	VI		to pay one’s debt
𗱲	⿱𘢸⿰𘢤𘢌	1072			djụ	1.59	III		a surname
𗱳	⿱𘢸⿰𘦮𘠡	1022			rjijr	1.74	IX		super
𗱴	⿱𘢸⿰𘦳𘠢	1162			wjị	2.60	II		mill
𗱵	⿱𘢸⿰𘠣𘥦	927			le	2.7	IX		to boil
𗱶	⿱𘢸⿲𘠣𘢯𘠢	979			du	1.4	III		slow
𗱷	⿱𘢸⿲𘡤𘢌𘠅	1024			kə	1.27	V		dregs
𗱸	⿱𘢸⿰𘡤𘤻	1074			lụ	1.58	IX		stone
𗱹	⿱𘢸⿰𘣟𘡧	1434			zewr	1.87	IX		heavy
𗱺	⿱𘢸⿰𘡫⿱𘫺𘠘	1379			me̱j	2.34	I		steed
𗱻	⿱𘢸⿲𘠮𘢒𘠢	948			na	1.17	III		to steal
𗱼	⿱𘥃⿲𘠃𘡽𘠴	961			khwa	1.17	V		hole
𗱽	⿱𘢸⿰𘠶𘦢	1092			dzjɨ	1.30	III		to prepare
𗱾	⿱𘢸⿰𘡿𘤾	1433			de̱w	2.41	III		to admire
𗱿	⿱𘢸⿰𘥷𘠾	972			ɣjwɨ̣	1.69	VIII		to wrestle
𗲀	⿱𘢸⿰𘢌𘣟	1414			lo	2.42	IX		stone roller
𗲁	⿱𘢸⿰𘢌𘣡	1208			tśia	1.18	VII		to collapse
𗲂	⿱𘢸⿰𘢌𘤮	1228			ŋur	1.75	V		to bake
𗲃	⿱𘢸⿰𘧶𘠢	1163					IX	true	to rely on
𗲄	⿱𘢸⿰𘢔𘣒	1481			tśhiow	1.55	VII		to knit
𗲅	⿱𘢸⿰𘢔𘣴	1539			tśhiwəj	1.41	VII		to tie
𗲆	⿱𘢸⿰𘫾𘢌	1303			ɣjɨr	1.86	VIII		true
𗲇	⿱𘢸⿰𘢤𘣭	923			wə̣	1.68	II		old
𗲈	⿱𘢸⿲𘢤𘠳𘠢	933			ɣjiw	2.40	VIII		a round flat piece of jade with a hole in its centre
𗲉	⿱𘢸⿰𘢤𘤻	1075			dźjo	2.44	VII		to have
𗲊	⿱𘢸⿺𘢦𘤋	986			thjɨ	2.28	III		buttocks
𗲋	⿱𘢸⿰𘤧𘢌	1529			lụ	1.58	IX		happy
𗲌	⿱𘢸⿰𘥕𘢌	1530			mja	1.20	I		river
𗲍	⿱𘢸⿰𘣝𘣸	980			ljo̱r	1.94	IX		full
𗲎	⿱𘢸⿰𘩑𘠢	973			wjijr	2.68	II		mill
𗲏	⿱𘢸⿰𘠮𘨱	924			njạ	2.57	III		anger
𗲐	⿱𘢸⿰𘣴𘤆	1111			bjịj	1.61	I		dangerous
𗲑	⿱𘢸⿰𘡿𘦸	1450			de̱w	2.41	III		tiredness
𗲒	⿱𘢸⿰𘥾𘡢	1038			·jɨj	1.42	VIII		to groan
𗲓	⿱𘢸⿰𘢌𘥾	1340			biọ	1.71	I		to break through
𗲔	⿱𘢸⿰𘢌𘦳	1302			ŋur	1.75	V		pancake
𗲕	⿱𘢸⿰𘢔𘦥	1496			tse	1.8	VI		button
𗲖	⿱𘢸⿰𘢟𘦳	1060			tshew	2.38	VI		broken
𗲗	⿱𘢸⿲𘢤𘠁𘣸	1554			sjɨr	1.86	VI		full
𗲘	⿱𘢸⿲𘤩𘠁𘢷	1403			rjur	1.76	IX		to complain
𗲙	⿱𘢸⿰𘤮𘤕	1077			dźjwi	1.10	VII		woolens
𗲚	⿱𘢸⿲𘠨𘢐𘢉	1248			kwej	1.33	V		grave
𗲛	⿱𘢸⿲𘠨𘢐𘢌	1341			kwej	1.33	V		four
𗲜	⿱𘢸⿲𘡤𘢌𘠴	950			kə	1.27	V		concave
𗲝	⿱𘢸⿲𘡤𘫾𘠢	951			kiə	2.26	V		to collapse
𗲞	⿱𘢸⿲𘡀𘡤𘢌	1093			rar	1.80	IX		hill
𗲟	⿱𘢸⿲𘢌𘠌𘫽	1343			pə	1.27	I		ore
𗲠	⿱𘢸⿲𘢌𘠮𘢌	1364			ŋa	1.17	V		hollow
𗲡	⿱𘢸⿰𘤅𘦘	1547			xẽ	2.13	VIII		a transliteration
𗲢	⿱𘢸⿰𘤊𘥿	1304			lụ	1.58	IX		insect
𗲣	⿱𘢸⿰𘢤𘧩	1076			·jij	1.36	VIII		a necklace made by jewellery
𗲤	⿱𘢸⿰𘦢𘣸	971			thə	1.27	III		stone roller
𗲥	⿱𘢸⿰𘦳𘥍	1287			tsjij	2.33	VI		mortar
𗲦	⿱𘢸⿰𘨦𘢌	1331			·wji̱	1.14	II		to defraud
𗲧	⿱𘢸⿰𘡫𘩇	1380			me̱j	2.34	I		end
𗲨	⿱𘢸⿰𘣟𘨷	1461			zjir	1.79	IX		heavy
𗲩	⿱𘥃⿰𘢉𘨱	925			khwa̱	1.22	V		to curse
𗲪	⿱𘢸⿰𘠶⿱𘡩𘤧	1023			dźã	1.24	VII		a transliteration
𗲫	⿱𘢸⿰𘥁𘨆	1471			bə		I		to sink
𗲬	⿱𘢸⿰𘤅𘨼	1548			kia̱	2.20	V		a transliteration
𗲭	⿱𘢸⿰𘢤𘩢	1032			·wə̣	1.68	II		a kind of vegetable
𗲮	⿱𘢸⿰𘨎𘤔	1437			ziejr	2.67	IX		incomplete
𗲯	⿱𘢸⿰𘦳𘥾	1344			tsjwij	1.36	VI		to rub
𗲰	⿱𘢸⿲𘠨𘢐𘦳	1342			kwej	1.33	V		to chop
𗲱	⿱𘢸⿰𘧩𘦜	1164			tśhjow	2.48	VII		red sand
𗲲	⿱𘢸⿲𘤏𘫽𘠴	949			lwụ	1.58	IX		brightness
𗲳	⿱𘢸⿰𘫾𘩑	1254			dźjwɨr	1.86	VII		mill
𗲴	⿱𘢸⿰𘨷𘦕	1165			ljụ	1.59	IX		to rub
𗲵	⿱𘢸⿰𘠣⿱𘧥𘡪	1122			le	2.7	IX		gourd ladle
𗲶	⿱？⿲𘤃⿱𘥃𘠒𘠢	1209			tśiew	1.44	VII		to pad
𗲷	⿱𘢸⿲𘢌𘦱𘡧	1211			ŋwu̱	2.5	V		fragrant
𗲸	⿱𘢸⿰𘪒𘦗	952			tjɨ̣	2.61	III		to make
𗲹	⿳𘢸𘥉⿰𘡵𘤻	1078			lju̱	1.7	IX		stingy
𗲺	⿱𘢸⿲𘢒𘨃𘢌	1365			śju	2.2	VII		firm
𗲻	⿱𘢸⿲𘦳𘣟𘢌	1394			tha̱	1.22	III		to suppress
𗲼	⿱𘢸⿰𘦳⿱𘢸𘣒	1166			tsjwɨ	1.30	VI		to knead
𗲽	⿱𘢸⿰𘠁𘫲	1109			·jijr	1.74	VIII		to pull out
𗲾	⿰𘢺𘠡	5933			swẽ	1.15	VI		macaque
𗲿	⿱𘢻⿰𘠨𘡃	4070			mej	2.30	I		catkin
𗳀	⿱𘢻⿲𘠡𘠌𘡃	4074			mej	2.30	I		soft
𗳁	⿱𘢻⿰𘠡𘧮	4068			mej	2.30	I		to fete
𗳂	⿱𘢻⿲𘡔𘡱𘠢	4061			rjur	2.70	VII		fine horse
𗳃	⿰𘢼𘢶	1551			bjị	1.67	I		wall
𗳄	⿲𘢼𘠳𘠢	842			kjɨ̱r	2.85	V		sky
𗳅	⿰𘢼𘣵	463			·we	2.7	II		danger
𗳆	⿰𘢼𘦢	1839			lhjo	1.51	IX		to lose
𗳇	⿲𘢼𘢌𘠴	466			dzjụ	2.52	VI		mound
𗳈	⿲𘢼𘡰𘢌	639			rjar	1.82	IX		target
𗳉	⿰𘢽𘤻	1564			thjij	1.36	III		fields
𗳊	⿲𘢽𘡦𘠢	843			tśjow	1.56	VII		marshland
𗳋	⿰𘢽𘥭	471			gjij	1.36	V		to open
𗳌	⿰𘢽𘦢	1840			tjịj	1.61	III		that
𗳍	⿲𘢽𘤃𘠡	1563			sjọ	2.64	VI		a kind of grass to make rain cape
𗳎	⿰𘢽𘨈	1842			sji	1.11	VI		to examine
𗳏	⿰𘢽𘨷	1565			thjɨj	1.42	III		a transliteration
𗳐	⿰𘢽𘩇	892			rjar	1.82	IX		end
𗳑	⿰𘢿𘡲	5859			bẹ	1.65	I		hairpin
𗳒	⿰𘢿𘢌	5880			ŋwu	2.1	V		an auxiliary word
𗳓	⿰𘢿𘤧	5994			śjar	1.82	VII		awn
𗳔	⿰𘢿𘦢	5988			dźjwa	1.19	VII		hairpin
𗳕	⿰𘢿𘧳	5967			pjij	1.36	I		crooked
𗳖	⿰𘢿𘪣	5861			ŋwu	2.1	V		vulture
𗳗	⿰𘣀𘠁								
𗳘	⿰𘣀𘠡	1277			ŋwe	1.8	V		to be willing
𗳙	⿰𘣀𘠽								
𗳚	⿰𘣀𘠼	822			ka	1.17	V		collapse
𗳛	⿰𘣀𘡧	244			ka	1.17	V		a surname
𗳜	⿰𘣀𘡫	374			lhji̱	1.14	IX		to regret
𗳝	⿰𘣀𘡴	863			·o	1.49	VIII		month
𗳞	⿰𘣀𘢤	1709			lhạ	1.63	IX		to beg
𗳟	⿰𘣀𘢬	1720			wəj	1.40	II		a transliteration
𗳠	⿲𘣀𘠡𘠢	813			bji̱	2.12	I		net
𗳡	⿰𘣀𘣈	245			śjwi	2.9	VII		to need
𗳢	⿰𘣀𘣡	303			dzjij		VII		to agree
𗳣	⿲𘣀𘠁𘡭	275			mjijr	2.68	I		to cover
𗳤	⿲𘣀𘠁𘣀	1356			lhjwɨ	2.28	IX		among
𗳥	⿰𘣀𘫽	1324			dźju̱	2.6	VII		to exercise forbearance
𗳦	⿰𘣀𘤬	1737			ka	1.17	V		even
𗳧	⿰𘣀𘤮	1710			miẹ	2.59	I		to make a concession
𗳨	⿰𘣀𘥾	562			dźia	2.15	VII		incomplete
𗳩	⿰𘣀𘦜	1668			·o	1.49	VIII		a surname
𗳪	⿲𘣀𘢤𘠢	793			zer	2.71	IX		to ask for aid
𗳫	⿰𘣀𘦳	1738			lhjɨr	1.86	IX		to take
𗳬	⿰𘣀𘧀	1416			djwu	2.3	III		to know
𗳭	⿰𘣀𘨃	1857			·jijr	2.68	VIII		to execute
𗳮	⿲𘣀𘣟𘡷	378			·u	2.1	VIII		curled hair
𗳯	⿲𘣀𘣟𘤬	1776			·u	2.1	VIII		to wrestle
𗳰	⿲𘣀𘨷𘦜								
𗳱	⿰𘣁𘡧	388			thja	2.17	III		that
𗳲	⿰𘣁𘣵	392			lhjɨj	1.42	IX		mountain
𗳳	⿲𘣁𘠁𘢌	612			śiə	1.28	VII		to guide
𗳴	⿰𘣁⿱𘠊⿰𘠒𘠡	411			tśhiə	1.28	VII		a surname
𗳵	⿰𘣁𘥸	1430			dzjwɨ	1.32	VI		to speed
𗳶	⿲𘣁𘠁𘥒	1456			tśhie	1.9	VII		a surname
𗳷	⿰𘣁𘦢	1796			tśhjụ	1.59	VII		to lure
𗳸	⿰𘣁𘦳	1792			thja	2.17	III		chess playing
𗳹	⿲𘣁𘠁𘦳	1797						true	= #1796?
𗳺	⿲𘣁𘡃𘡧	396			thja	2.17	III		that
𗳻	⿲𘣁𘤷𘠴	402			tśja	1.19	VII		upright
𗳼	⿲𘣁𘤬𘠴	397			gjiw	2.40	V		to fall
𗳽	⿰𘣂𘢌	636			low	2.47	IX		slope
𗳾	⿰𘣂𘢶	1552			tśhia̱	2.20	VII		slope
𗳿	⿰𘣂𘣂	1575			ka	2.14	V		risky mountainside
𗴀	⿰𘣂𘣵	464			so	2.42	VI		tall
𗴁	⿰𘣂𘤳	1560			ka	2.14	V		great-great-grandson
𗴂	⿰𘣂𘥓	1572			phiow	1.55	I		white
𗴃	⿰𘣂𘥜	468			phiow	1.55	I		two
𗴄	⿰𘣂𘦂	1571			·jɨr	2.77	VIII		platform
𗴅	⿰𘣂𘦭	1838			kie	2.8	V		dangerous
𗴆	⿰𘣂𘫵	1556			dźjwɨ	2.28	VII		a surname
𗴇	⿰𘣂⿱𘡊⿰𘢌𘠴	1832			ljwịj	2.54	IX		mountain
𗴈	⿲𘣃𘠁𘫽	1099			dow	2.47	III		bear
𗴉	⿰𘣃𘦂	1088			phej	1.33	I		interval
𗴊	⿲𘣃𘤕𘠢	759			lhe	1.8	IX		to shrink
𗴋	⿰𘣅𘠢	4448			kjwã	1.26	V		chapter
𗴌	⿲𘣅𘠁𘢌	4443			zow	2.47	IX		that
𗴍	⿸𘣆𘠉	1513			tow	1.54	III		quail
𗴎	⿸𘣆𘤃	1533			tow	1.54	III		a kind of grass
𗴏	⿰𘣇𘠟	3408			tsja	1.19	VI		to broil
𗴐	⿰𘣇𘡧	2320			ɣar	1.80	VIII		urgent
𗴑	⿰𘣇𘡾	3400			khiəj	1.41	V		calf (of the leg)
𗴒	⿰𘣇𘢌	2539			kjạ	1.64	V		to fear
𗴓	⿰𘣇𘢷	3426			rjir	2.72	IX		tiger
𗴔	⿰𘣇𘣀	3417			lja	1.19	IX		hatred
𗴕	⿲𘣇𘡠𘠉	2531			pja	1.20	I		respect
𗴖	⿰𘣇𘤕	2694			·wjij	2.32	II		enemy
𗴗	⿰𘣇𘥝	2330			pjij	1.36	I		to come and go
𗴘	⿰𘣇𘦂	3418			ŋjwɨ	1.30	V		fear
𗴙	⿰𘣇𘦳	3742			zew	2.38	IX		elbow
𗴚	⿰𘣇𘧀	3427			pjij	1.36	I		to flog
𗴛	⿰𘣇𘧨	2331			tśjwow	2.49	VII		to contribute
𗴜	⿲𘣇𘠁𘦳	3743						true	slow; to stop (?)
𗴝	⿰𘣇⿱𘡩𘢷	2901			zew	2.38	IX		a kind of jadeware
𗴞	⿲𘣇𘢌𘢌	2540			rjir	2.72	IX		to revere
𗴟	⿰𘣇⿱𘡅𘥓	3425			pja	1.20	I		father
𗴠	⿲𘣇𘦢𘠐	2528			tjɨ̣j	2.55	III		politics
𗴡	⿰𘣇𘫴	3399			ga̱	1.22	V		doubt
𗴢	⿰𘣇𘪗	3419			bju̱	1.7	I		to revere
𗴣	⿲𘣇𘢌𘤾	2899			wər	1.84	II		to admire
𗴤	⿲𘣇𘫽𘨈	3747			·jiw	2.40	VIII		sentry
𗴥	⿱𘣋𘡱	3412			mjiw	2.40	I		a transliteration
𗴦	⿱𘣋⿰𘠈𘡫	1528			zja̱	2.18	IX		main points
𗴧	⿱𘣋⿲𘠈𘠁𘠳	1498			·wjị	2.60	II		to change
𗴨	⿱𘣋⿰𘠈𘢉	1493			sjɨ̣	1.69	VI		to die
𗴩	⿱𘣋⿲𘠈𘡃𘠁	1505	𗴨		sjɨ̣	1.69	VI		to die
𗴪	⿱𘣋𘨈	3396				2.77	I	true	to observe
𗴫	⿱𘣋⿲𘠐𘣃𘠢	3006			kji	1.10	V		to sing
𗴬	⿱𘣋⿰𘫾𘤩	3272			tśju	1.2	VII		urn
𗴭	⿱𘣋⿰𘢰𘦜	2999			swu	2.1	VI		similarity
𗴮	⿱𘣋⿰𘨻𘦜	3017			djịj	1.61	III		kind
𗴯	⿱𘣍𘠽								
𗴰	⿱𘣍𘠼	37			gjwã	1.26	V		a transliteration
𗴱	⿱𘣍𘣀	62			rjor	2.81	IX		to cover
𗴲	⿱𘣍⿰𘫺𘠢	71			dźjwij	2.32	VII		summer
𗴳	⿱𘣍𘧌	59			lhejr	2.66	IX		a word means respect
𗴴	⿱𘣍⿰𘥍𘠅	140			rejr	2.66	IX		peace and happiness
𗴵	⿱𘣍⿲𘫺𘠁𘫺	124			ljụ	2.52	IX		brain
𗴶	⿱𘣍⿰𘠣𘦛								
𗴷	⿱𘣍⿰𘥙𘠢	4			la	2.14	IX		maternal aunt
𗴸	⿱𘣍⿲𘠁𘠨𘡷	54			tswa	1.17	VI		hair worn in a bun or coil
𗴹	⿱𘣍⿲𘫺𘠒𘫺	127			no	2.42	III		brain
𗴺	⿱𘣍⿲𘡃𘡃𘠢	92			mja	1.20	I		mother
𗴻	⿱𘣍⿰𘫽𘠳	110			mej	1.33	I		warm
𗴼	⿱𘣍𘩫	6			khjiw	2.40	V		a transliteration
𗴽	⿱𘣍⿰𘢤𘢱	11			lo		IX		rich
𗴾	⿱𘣍⿰𘨟𘠁	40			·wej	2.30	II		storage
𗴿	⿱𘣍⿰𘣀𘢤	105			kjụ	1.59	V		to pray
𗵀	⿱𘣍⿰𘣀𘣈	72			wow	1.54	II		to wish
𗵁	⿱𘣍⿰𘥔𘡃	153			khu	1.1	V		bluish green
𗵂	⿱𘣍⿲𘠨𘢌𘠌	111			ljɨ	1.29	IX		to crawl
𗵃	⿱𘣍⿲𘠨𘢥𘠢	83			·we	1.8	II		dragon
𗵄	⿳𘣍𘡩⿰𘢌𘠁	103			ljụ	2.52	IX		steamed bun
𗵅	⿱𘣍⿲𘠌𘢐𘠨	47			ljwụ	1.59	IX		to crawl
𗵆	⿱𘣍⿰𘡫𘤅	113			śjɨj	1.42	VII		to accomplish
𗵇	⿱𘣍⿲𘠮𘫾𘠅	33			tshjị	1.67	VI		road
𗵈	⿱𘣍⿰𘠮𘦞	29			rer	2.71	IX		market
𗵉	⿱𘣍⿰𘠮𘧀	60			dow	1.54	III		street
𗵊	⿱𘣍⿲𘡰𘠁𘡰	125			mju̱	2.6	I		ox
𗵋	⿱𘣍⿰𘣴𘢓	41			dziow	2.48	IV		to plan
𗵌	⿱𘣍⿰𘤅𘢌	149			·wejr	2.66	VIII		to protect
𗵍	⿱𘣍⿰𘢌𘫽	119			ljụ	2.52	IX		mixed
𗵎	⿱𘣍⿲𘫺𘠒𘢌	128			śjɨj	1.42	VII		grain
𗵏	⿱𘣍⿲𘢤𘠳𘠢	12			bju	1.2	I		brothers
𗵐	⿱𘣍⿰𘥍𘡭	139			nej	2.30	III		safety
𗵑	⿱𘣍⿰𘣂𘥓	154			·o	1.49	VIII		old man
𗵒	⿱𘣍⿰𘥔𘢓	152			kiẹ	1.66	V		gold
𗵓	⿱𘣍⿰𘠣𘧤	34			low	2.47	IX		wide
𗵔	⿱𘣍⿲𘠣𘠮𘢌	51			tha̱r	1.83	III		obvious
𗵕	⿱𘣍⿲𘡤𘢌𘠢	22			bə	1.27	I		resources
𗵖	⿱𘣍⿲𘡦𘠶𘡃	131			tsjwĩ	1.16	VI		a surname
𗵗	⿱𘣍⿰𘡫𘦗	98			rjor	2.81	IX		to get
𗵘	⿱𘣍⿲𘠮𘫾𘠢	20			tśja	1.19	VII		road
𗵙	⿱𘣍⿲𘡰𘠁𘣣	129			bio̱	1.53	I		copulation
𗵚	⿱𘣍⿲𘠐𘤘𘠴	21			bju	1.2	I		elephant
𗵛	⿱𘣍⿰𘢌𘧓	137			ljụ	2.52	IX		a surname
𗵜	⿱𘣍⿲𘫺𘠨𘢌	133			lwər	2.76	IX		source
𗵝	⿱𘣍⿰𘫽𘤅	115			low	2.47	IX		hot
𗵞	⿱𘣍⿰𘢒𘥷	106			śio̱w	1.57	VII		cereal
𗵟	⿱𘣍⿲𘡒𘢌𘡑	144			tshjwã	1.26	VI		whole
𗵠	⿱𘣍⿰𘥍𘤾	138			tśhjo	2.44	VII		matter
𗵡	⿱𘣍⿰𘧘𘢌	146			tśiej	2.31	VII		to wear
𗵢	⿱𘣍⿰𘡦𘨈	134			·ju	2.2	VIII		to look
𗵣	⿱𘣍⿰𘠁⿰𘠨⿰𘢌𘠨	55			tśjiw	2.40	VII		top
𗵤	⿱𘣍⿲𘠵𘦽𘠢	7			sjij	1.36	VI		nature
𗵥	⿱𘣍⿲𘢌𘠮𘢌	130			thu	2.1	III		source
𗵦	⿱𘣍⿲𘢌𘫾𘠢	93			tjọ	1.72	III		to pray
𗵧	⿱𘣍⿰𘦂𘣟	136			dji̱j	2.35	III		(silver or gold) ingot
𗵨	⿱𘣍⿲𘫽𘠁𘤅	107			śiə	1.28	VII		dawn
𗵩	⿱𘣍⿰𘫽𘦛	120			low	2.47	IX		a lined Chinese-style coat or jacket
𗵪	⿱𘣍⿰𘫺𘩢	114			dźjwij	2.32	VII		spring
𗵫	⿱𘣍⿰𘪄𘠳	109			gjịj	1.61	V		constellation
𗵬	⿱𘣍⿰𘢬𘨷	126			·wej	2.30	II		a transliteration
𗵭	⿱𘣍⿰𘣀𘨈	135			kjọ	1.72	V		to earnestly hope
𗵮	⿱𘣍⿰𘢏𘪄	121			dẹ	1.65	III		god
𗵯	⿱𘣍⿰𘩧𘡧	73			tśjɨ̣	1.69	VII		branch
𗵰	⿱𘣍⿰𘣀𘩫	78			tjị	1.67	III		to offer a sacrifice
𗵱	⿱𘣍⿰𘫓𘢌	58			kjir	1.79	V		to observe
𗵲	⿱𘣍⿰𘪒𘦗	23			rjor	1.90	IX		to get
𗵳	⿱𘣍⿰𘠣𘫩	53			njọ	2.64	III		milk
𗵴	⿲𘣎𘠁𘣃	1283			dzja	1.20	VI		stomach
𗵵	⿰𘣎𘥿	588			tsjụ	1.59	VII		spider
𗵶	⿰𘣎𘦞	1867			xji̱j	2.35	VIII		broad
𗵷	⿰𘣎𘪼	1384			?je	1.35	VII	true	to give up
𗵸	⿲𘣎𘪼𘠢	817			xjij	1.36	VIII		a surname
𗵹	⿰𘣏⿳𘠛𘠙𘢐	1049			mjɨ	1.30	I		distress
𗵺	⿰𘣐𘪒	4451			·wạ	1.63	II		to win
𗵻	⿰𘣑𘡱	346			śja	2.16	VII		blissful
𗵼	⿰𘣑𘡵	321			ɣiə	1.28	VIII		sister-in-law
𗵽	⿰𘣑𘢌	542			śjwo	2.44	VII		beautiful
𗵾	⿰𘣑𘢒	691			bia	2.15	I		apron
𗵿	⿰𘣑𘢶	1171			be̱	2.11	I		eyebrow
𗶀	⿰𘣑𘤊	1315			lju̱	2.6	IX		parrot
𗶁	⿰𘣑𘤕	692			mẹ	2.58	I		powder
𗶂	⿰𘣑𘤧	1872			tsji	2.10	VI		cotton
𗶃	⿰𘣑𘤬	1733			tśji	2.9	VII		a surname
𗶄	⿲𘣑𘠁𘤕	704			mjɨ̱	2.29	I		camel
𗶅	⿲𘣑𘠁𘤻	1354			tśjụ	1.59	VII		to guard
𗶆	⿰𘣑𘥷	1256			ɣwa	1.17	VIII		clever wife
𗶇	⿰𘣑𘦘	1864			dẹ	1.65	III		yin (in Chinese thought)
𗶈	⿰𘣑𘦢	1757			dẹ	1.65	III		female
𗶉	⿰𘣑𘦩	1781			zjɨr	1.86	IX		beautiful
𗶊	⿲𘣑𘠁𘦜	1674			njij	2.33	III		younger sister
𗶋	⿰𘣑𘨢	1782			tsjir	1.79	VI		wife
𗶌	⿰𘣑𘨰								
𗶍	⿰𘣑𘨱	1172			be̱	2.11	I		ghost
𗶎	⿲𘣑𘡵𘢌	574			dźjwɨ	1.30	VII		sister-in-law
𗶏	⿰𘣑𘪇	1401			lju̱	2.6	IX		imperial concubine
𗶐	⿰𘣑𘪋	1232			me	2.7	I		younger sister
𗶑	⿰𘣑⿱𘡩𘤜								
𗶒	⿰𘣑⿱𘡩𘤻								
𗶓	⿰𘣑𘪣	348			be̱	2.11	I		a kind of bird
𗶔	⿲𘣑𘢌𘤜	1726			bia	2.15	I		hat
𗶕	⿲𘣑𘧩𘦜	1692			·jã	2.24	VIII		a transliteration
𗶖	⿰𘣑⿳𘡊⿰𘠗𘠗𘥷								
𗶗	⿰𘣕𘥇	1131			tśjọ	2.64	VII		heavy
𗶘	⿲𘣕𘢡𘢓	1039			tśjọ	2.64	VII		ashamed
𗶙	⿰𘣖𘢌	514			dźjwɨ	2.28	VII		very close relative
𗶚	⿰𘣖𘧪	213			njij	1.36			relatives
𗶛	⿰𘣖⿱𘣍𘠺	195			sjwɨ	2.28	VI		brother-in-law
𗶜	⿱⿰𘠡𘠡𘣗	905			dźjɨ̣		VII		a surname
𗶝	⿱𘥇𘣗	899			lju	1.3	IX		multicolor
𗶞	⿱⿸𘡋𘡃𘣗	5490			ŋwu	2.1	V		to reveal
𗶟	⿱⿰𘢹𘡖𘣗	906			bu̱	1.5	I		etiquette
𗶠	⿱⿰𘢌𘢌𘣗	2396			dzu̱	2.5	VII		to sit
𗶡	⿱⿰𘤬𘡃𘣗	5491			xu	1.4	VIII		a transliteration
𗶢	⿱⿰𘢼𘢷𘣗	908			njijr	2.68	III		anger
𗶣	⿱⿰𘢌𘫾𘣗	2573			me	2.7	I		a surname
𗶤	⿱⿰𘥇𘢌𘣗	475			lju	1.3	IX		felt
𗶥	⿱⿰𘢽𘤻𘣗	907			kiew	1.44	V		to collapse
